Probability,Class
0.0,0.0
0.2,0.0
0.13571428571428573,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.9916666666666666,1.0
0.1,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.1,0.0
0.8,1.0
1.0,1.0
0.9357142857142857,1.0
0.9595744680851064,1.0
0.1,0.0
0.7989684074790459,1.0
1.0,1.0
0.0,0.0
0.05957446808510638,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9,1.0
0.9,1.0
0.8,1.0
0.8,1.0
1.0,1.0
0.9916666666666666,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.2,0.0
1.0,1.0
0.1,0.0
0.12624113475177304,0.0
0.0,0.0
0.8666666666666668,1.0
0.0,0.0
0.1,0.0
0.9357142857142857,1.0
1.0,1.0
0.0,0.0
0.9916666666666666,1.0
0.0,0.0
0.1,0.0
0.5838709677419355,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.9916666666666666,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.9595744680851064,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.05957446808510638,0.0
0.0,0.0
0.3,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9595744680851064,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.6,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.011764705882352941,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
