Probability,Class
1.0,1.0
0.0,0.0
0.86,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.73,1.0
0.7,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.2,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.8,1.0
0.2,0.0
0.9,1.0
0.0,0.0
0.1,0.0
0.0,0.0
0.0,0.0
0.024,0.0
0.4301224489795919,0.0
1.0,1.0
0.7,1.0
1.0,1.0
0.7,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.1,0.0
0.9,1.0
0.0,0.0
1.0,1.0
0.12222222222222223,0.0
0.0,0.0
0.5123076923076924,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.05,0.0
0.0,0.0
0.8,1.0
0.0,0.0
0.0,0.0
0.7,1.0
0.9,1.0
1.0,1.0
0.9,1.0
0.16,0.0
1.0,1.0
0.96,1.0
1.0,1.0
0.8,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.7,1.0
1.0,1.0
0.0,0.0
0.1,0.0
0.8,1.0
0.2,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.1,0.0
1.0,1.0
0.7,1.0
0.7,1.0
0.9933333333333334,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.1,0.0
0.0,0.0
0.0,0.0
0.1,0.0
0.7,1.0
0.030122448979591838,0.0
0.0,0.0
1.0,1.0
0.2,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
0.2,0.0
0.9,1.0
0.030122448979591838,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.22999999999999998,0.0
1.0,1.0
0.12,0.0
0.9,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9,1.0
0.9923076923076923,1.0
0.0,0.0
0.03333333333333333,0.0
0.0,0.0
0.7,1.0
0.03,0.0
