Probability,Class
0.9625,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9,1.0
0.0,0.0
1.0,1.0
0.7,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.1547945205479452,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.8214285714285715,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0547945205479452,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.4968085106382979,0.0
0.0,0.0
0.9968085106382979,1.0
0.12142857142857141,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9,1.0
0.7,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.1547945205479452,0.0
0.1,0.0
1.0,1.0
1.0,1.0
0.8690802348336595,1.0
1.0,1.0
0.0547945205479452,0.0
0.9968085106382979,1.0
1.0,1.0
0.9968085106382979,1.0
0.1,0.0
0.0,0.0
0.9968085106382979,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9968085106382979,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.0
1.0,1.0
0.1547945205479452,0.0
0.7,1.0
0.0,0.0
1.0,1.0
0.0547945205479452,0.0
0.0,0.0
0.4,0.0
0.9,1.0
0.9968085106382979,1.0
0.0,0.0
0.9015915119363396,1.0
1.0,1.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9862068965517242,1.0
1.0,1.0
0.2,0.0
0.0,0.0
0.0,0.0
0.9,1.0
1.0,1.0
0.2,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.9,1.0
0.1,0.0
0.2,0.0
0.0,0.0
0.0,0.0
0.2,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.2,0.0
0.125,0.0
1.0,1.0
0.0,0.0
0.9968085106382979,1.0
0.9968085106382979,1.0
0.5,0.0
1.0,1.0
0.0547945205479452,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.9968085106382979,1.0
0.1,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.8547945205479452,1.0
0.0,0.0
0.9968085106382979,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.9968085106382979,1.0
1.0,1.0
0.0,0.0
0.014285714285714285,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.1,0.0
1.0,1.0
0.1,0.0
0.3,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.7762230919765166,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1547945205479452,0.0
0.9410014170996692,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.7142857142857143,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9,1.0
1.0,1.0
0.1,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9968085106382979,1.0
1.0,1.0
1.0,1.0
0.9968085106382979,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0547945205479452,0.0
0.9968085106382979,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9625,1.0
0.0,0.0
0.9968085106382979,1.0
0.0,0.0
0.1,0.0
0.9968085106382979,1.0
0.0,0.0
0.0,0.0
0.7142857142857143,1.0
0.9968085106382979,1.0
0.1,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.9968085106382979,1.0
0.0,0.0
0.9410014170996692,1.0
0.2,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9968085106382979,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.696808510638298,1.0
0.9968085106382979,1.0
0.1,0.0
0.0,0.0
0.0,0.0
0.7547945205479453,1.0
0.9,1.0
0.0,0.0
0.9968085106382979,1.0
0.9968085106382979,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.7110942249240122,1.0
0.0,0.0
0.0,0.0
0.2,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.19160770736113203,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.5,0.0
1.0,1.0
0.0,0.0
0.1,0.0
0.09680851063829787,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9862068965517242,1.0
0.9,1.0
1.0,1.0
0.9968085106382979,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.1,0.0
0.7,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9968085106382979,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.7214285714285714,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9968085106382979,1.0
0.691607707361132,1.0
0.1,0.0
1.0,1.0
0.0,0.0
0.7,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.9,1.0
1.0,1.0
0.0,0.0
0.1,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.1547945205479452,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
0.3,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.2,0.0
0.0,0.0
0.9,1.0
0.4547945205479452,0.0
0.0,0.0
0.1,0.0
0.1,0.0
0.0,0.0
0.0,0.0
0.20159151193633953,0.0
1.0,1.0
0.0,0.0
0.9,1.0
0.1,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.7547945205479453,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.5,0.0
0.8547945205479452,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.9968085106382979,1.0
1.0,1.0
0.0,0.0
0.8,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.1,0.0
0.0,0.0
1.0,1.0
0.3,0.0
0.9547945205479452,1.0
0.0547945205479452,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.7214285714285714,1.0
0.9968085106382979,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.8690802348336595,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.1,0.0
0.0,0.0
0.9968085106382979,1.0
0.9547945205479452,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.9968085106382979,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.1,0.0
0.0,0.0
0.0,0.0
0.9,1.0
0.0,0.0
1.0,1.0
0.7701791359325607,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0547945205479452,0.0
0.0,0.0
0.0,0.0
0.1,0.0
0.0,0.0
1.0,1.0
0.8547945205479452,1.0
0.9968085106382979,1.0
0.9862068965517242,1.0
0.0,0.0
0.3,0.0
0.0,0.0
0.1,0.0
1.0,1.0
0.1,0.0
