Probability,Class
1.0,1.0
0.0,0.0
0.9978260869565216,1.0
0.0,0.0
1.0,1.0
0.9978260869565216,1.0
0.9978260869565216,1.0
0.1,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9263975155279504,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.007142857142857143,0.0
0.9978260869565216,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.834102564102564,1.0
1.0,1.0
0.7,1.0
0.9,1.0
1.0,1.0
0.02,0.0
0.0,0.0
1.0,1.0
0.9978260869565216,1.0
1.0,1.0
0.9978260869565216,1.0
0.003333333333333333,0.0
0.8,1.0
0.12,0.0
1.0,1.0
1.0,1.0
0.9,1.0
0.0,0.0
0.8033333333333333,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.1,0.0
0.9978260869565216,1.0
0.1,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.9978260869565216,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.9978260869565216,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.0
0.0,0.0
0.8033333333333333,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.2,0.0
0.9978260869565216,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.13999999999999999,0.0
1.0,1.0
0.9400000000000001,1.0
0.9978260869565216,1.0
0.7,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9978260869565216,1.0
0.0,0.0
0.1341025641025641,0.0
0.9978260869565216,1.0
0.9,1.0
0.9978260869565216,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.1,0.0
0.0,0.0
0.2,0.0
0.9400000000000001,1.0
0.9978260869565216,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9978260869565216,1.0
0.0,0.0
1.0,1.0
0.1,0.0
0.1263975155279503,0.0
1.0,1.0
1.0,1.0
0.09782608695652174,0.0
0.89,1.0
1.0,1.0
0.06666666666666667,0.0
0.8,1.0
0.9978260869565216,1.0
0.9400000000000001,1.0
0.12,0.0
0.1,0.0
1.0,1.0
0.9978260869565216,1.0
0.034102564102564105,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1263975155279503,0.0
1.0,1.0
1.0,1.0
1.0,1.0
