Probability,Class
1.0,1.0
0.9,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.08888888888888888,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.8233333333333335,1.0
0.9,1.0
1.0,1.0
0.14047919293820932,0.0
0.8,1.0
0.888888888888889,1.0
0.7,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.11111111111111112,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
0.01111111111111111,0.0
0.8556440281030445,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.032786885245901634,0.0
0.0,0.0
0.1,0.0
0.5769230769230769,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.02,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.8233333333333335,1.0
1.0,1.0
1.0,1.0
0.16381252627154266,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9,1.0
0.0,0.0
0.05159030404932043,0.0
0.5769230769230769,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.1,0.0
0.03333333333333333,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.16285714285714287,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8556440281030445,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.1,0.0
0.0,0.0
0.3,0.0
1.0,1.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.8628571428571428,1.0
1.0,1.0
0.06285714285714286,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.8628571428571428,1.0
0.0,0.0
0.5,0.0
1.0,1.0
0.0,0.0
0.6,1.0
0.30778688524590164,0.0
0.1,0.0
1.0,1.0
0.0,0.0
0.12,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
0.8556440281030445,1.0
0.3485714285714286,0.0
0.028888888888888888,0.0
0.1,0.0
1.0,1.0
0.8628571428571428,1.0
1.0,1.0
0.7055555555555555,1.0
0.06285714285714286,0.0
0.7628571428571428,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8628571428571428,1.0
0.0,0.0
0.01111111111111111,0.0
0.1,0.0
0.0,0.0
0.0,0.0
0.01111111111111111,0.0
0.7628571428571428,1.0
1.0,1.0
0.1,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.9,1.0
0.8,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.075,0.0
1.0,1.0
0.8,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.8327868852459016,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.2,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.8628571428571428,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.1,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.05,0.0
0.1,0.0
1.0,1.0
0.7,1.0
0.028888888888888888,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.7,1.0
0.9,1.0
0.0,0.0
1.0,1.0
0.8,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9,1.0
1.0,1.0
0.9,1.0
0.16285714285714287,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
0.1,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.03333333333333333,0.0
1.0,1.0
1.0,1.0
0.9,1.0
0.0,0.0
0.9,1.0
0.8628571428571428,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.8,1.0
0.0,0.0
0.8,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.7556440281030444,1.0
0.8,1.0
0.0,0.0
0.0,0.0
1.0,1.0
