Probability,Class
0.0,0.0
0.9,1.0
0.0,0.0
0.9,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.9,1.0
0.9,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.025,0.0
0.5125,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.5,0.0
1.0,1.0
1.0,1.0
0.2,0.0
1.0,1.0
0.0,0.0
0.8,1.0
0.4,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.1,0.0
0.0,0.0
0.8,1.0
0.3,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.03333333333333333,0.0
1.0,1.0
0.0,0.0
0.1,0.0
1.0,1.0
1.0,1.0
0.1,0.0
0.9,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.82,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.7,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.1,0.0
0.0,0.0
0.36666666666666664,0.0
0.0,0.0
0.1,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.2,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.1,0.0
0.0,0.0
1.0,1.0
0.9,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.007692307692307693,0.0
1.0,1.0
0.1,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.82,1.0
0.27142857142857146,0.0
0.775,1.0
0.1,0.0
0.0,0.0
0.7,1.0
0.9,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9,1.0
1.0,1.0
0.6125,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.3,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9,1.0
0.0,0.0
1.0,1.0
0.8,1.0
1.0,1.0
1.0,1.0
0.1,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.6,1.0
0.9,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.3333333333333333,0.0
1.0,1.0
0.1,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.2,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.8,1.0
1.0,1.0
0.8,1.0
0.825,1.0
0.0,0.0
0.0,0.0
0.007692307692307693,0.0
1.0,1.0
1.0,1.0
0.8,1.0
0.9,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.8076923076923077,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.9,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.7,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.5625,1.0
0.1,0.0
0.0,0.0
0.0,0.0
0.1,0.0
0.0,0.0
0.1,0.0
1.0,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.12,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.9,1.0
0.0,0.0
0.7,1.0
1.0,1.0
0.10769230769230768,0.0
0.1,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.04,0.0
1.0,1.0
0.1,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.06666666666666667,0.0
1.0,1.0
0.0,0.0
0.9076923076923077,1.0
0.0,0.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.10769230769230768,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.8,1.0
0.0,0.0
0.0,0.0
0.9888888888888889,1.0
0.9,1.0
0.0,0.0
