log_entropy,IR_norm_range,entropy_x_contrast,class
-1.5292413704398238,0.019941552511415512,13.48595611,0.0
-3.0661547378505367,-1.012845883676503,7.85870322,1.0
-3.6690768268177565,0.14105172413793107,21.568751699999996,0.0
-2.0371486294895846,-0.6724376013369217,1.9532876799999999,1.0
-3.0407296394847267,0.08398449999999996,11.08820424,0.0
-2.2995895840142473,-3.8800962206130345,3.50339876,1.0
-0.7273246323615318,-0.05176949891149962,0.31610944,1.0
-3.733876820044672,0.26174339622641507,20.59442924,0.0
-1.6450650900772514,-0.30896986942062515,1.7185105999999999,1.0
-1.1501161315352253,0.014096618357487954,17.039665279999998,0.0
-3.5899395062590327,0.3150274509803921,12.96532908,0.0
-3.2015271865335877,0.09190555555555559,44.10675687,0.0
-1.7435408969575807,-0.16174738708744885,1.6294908300000002,1.0
-2.5862751441762892,0.036822274881516556,12.684285000000001,0.0
-3.540459448995663,0.19020602409638548,36.2263157,0.0
-2.247150386105945,-0.8264872927207324,3.43612731,1.0
-2.8387285247443264,-0.8351397699480281,7.293001950000001,1.0
-1.0567028855909,-0.2991505442663801,0.53009,1.0
-0.9349639971397764,-0.10332094417640934,0.56271358,1.0
-2.215490386143112,-0.8366455685632693,2.84796822,1.0
-3.868006120011372,0.269915909090909,41.57828652999999,0.0
-2.1715568305876416,0.28063163120477086,5.675775000000001,1.0
-2.96423360649462,0.08912256410256404,22.737323280000002,0.0
-2.31061726469131,-0.41707345901542464,3.24673664,1.0
-0.8996794660689582,0.07914865674226625,9.93027189,1.0
-3.6306105459899607,0.08603499999999997,16.468205049999998,0.0
-3.3524072174927233,0.13019374999999994,11.8508565,0.0
-2.2367973524560427,-0.6502179134712777,3.41270856,1.0
-2.2081844175725616,-0.24778238535419966,2.48969658,1.0
-2.99974029495153,-1.0671554120706663,6.784423319999999,1.0
-2.9299445330159877,-26.539400028706766,7.013422500000001,1.0
-0.9565920286476808,0.01170173160173163,8.82380614,0.0
-3.863232841258714,0.3232813333333333,18.9375375,0.0
-2.3025850929940455,0.019941552511415512,16.64834,0.0
-1.3186357126460757,-0.5167823156225219,1.4645625,1.0
-3.623091713575933,0.07748410256410253,22.31196714,0.0
-0.36154392105023625,0.16402546311180724,30.194684279999997,1.0
-0.3017809968312825,0.02896266761705347,0.7363941,1.0
-2.3279029009783354,0.042216145833333364,38.7830625,0.0
-1.8534221296201618,0.15443420520569517,9.96481939,1.0
-0.8476979404085433,0.07274522478494667,8.88574428,1.0
-2.706052198439537,-0.8796322305423092,5.35680556,1.0
-2.0091694886945044,-0.2721342952309511,2.9680755299999997,1.0
-1.1156567232773682,-0.23397055019320623,0.6704086599999999,1.0
-3.6419958682150857,0.09479690721649488,16.79900246,0.0
-3.638186339798418,0.10664945054945056,19.92805967,0.0
-0.818710403535291,0.007546382978723444,1.2623624999999998,0.0
-3.0661547378505367,-1.026245403816592,8.61556178,1.0
-1.3041615315813684,-0.9695824099422065,37.704245,1.0
-1.9768849533547437,4.250452352231606,5.3905308000000005,1.0
-2.8577109756566164,-1.236053749747081,6.20254642,1.0
-0.6955500651762556,-0.08670667255126488,0.39071004000000004,1.0
-1.496555755377428,-0.29980021535228263,1.1036478799999998,1.0
-1.3104450488364527,-0.48576872071342636,1.09678899,1.0
-1.3276481656871573,-0.30599418854630445,4.7287212499999995,1.0
-2.821778966430553,-1.115147381915339,5.39665,1.0
-2.0955709236097197,0.9691256632022672,3.9867375000000003,1.0
-0.8749088940953859,-0.09375962711796602,0.437745,1.0
-3.20398721237445,0.05170256410256407,25.312748019999997,0.0
-1.4705459135674817,-0.09510579013333524,1.005375,1.0
-3.96859335691654,0.4937302521008402,28.68129999,0.0
-3.8873303928377747,0.15178263473053893,39.37777555,0.0
-1.443076375218875,0.15454152091294387,7.81822,1.0
-0.2786562612444685,-0.04078048589264897,0.10723856,1.0
-2.783851914518492,0.1020346153846154,41.173990440000004,0.0
-3.564893474332945,0.09321902173913042,21.590304890000002,0.0
-2.8285243545700847,-2.8716641403702168,6.39856197,1.0
-0.1658184846949404,-0.05667268376642453,0.07057176,1.0
-2.7120582224997487,0.790846236245009,7.71927888,1.0
-1.160594081023991,-0.13383259978551534,0.7454033600000001,1.0
-1.2722516450792305,-0.07365786105116329,0.84292566,1.0
-1.7849824849490312,0.028582439024390213,12.505999760000002,0.0
-0.2864827918762988,0.005271951219512169,0.10948122000000002,0.0
-0.9454621091744349,0.10674978925287694,10.1301375,1.0
-2.7936080894638566,-9.65372135469479,6.105972959999999,1.0
-0.865597617558637,-0.40825413631435625,0.53302736,1.0
-0.9771028712709124,0.009765454545454588,17.99974912,0.0
-3.4900285953687713,0.12895500000000001,14.24019685,0.0
-2.2424311701742985,-0.6151998969934979,3.0890925,1.0
-2.2759431620476245,-0.7292086385117961,3.1263625900000003,1.0
-1.0070363451809001,-0.10210996916845151,0.54184949,1.0
-3.7172789286356345,0.26368385093167707,21.12743574,0.0
-3.6343912688298667,0.1660275449101796,21.26189736,0.0
-3.653512310276645,0.17477000000000006,44.52425229,0.0
-1.360236826800601,-0.15664339038997013,0.81041978,1.0
-2.0786418615092717,0.12556477987421383,29.317184999999995,0.0
-3.763603000309873,0.182677094972067,19.3894,0.0
-2.7241795830320936,-1.5970159633097702,4.97466448,1.0
-1.194022473472768,0.013460810810810854,14.7119226,0.0
-2.7678002055079842,-1.7475207613704142,5.893516239999999,1.0
-3.506557897319982,0.11365913978494627,14.442998999999999,0.0
-3.7722610630529876,0.15963699421965316,21.942193200000002,0.0
-3.6928874755114753,0.08453064516129034,23.0829225,0.0
-2.215490386143112,-0.3918948738330529,2.94479447,1.0
-1.6771815645206198,0.015641630901287527,5.26278627,0.0
-0.7715412479879573,-0.11147757187111668,0.31783125,1.0
-3.6690768268177565,0.12465277777777778,32.71161675,0.0
-2.816749618025551,0.1033435233160622,17.69980134,0.0
-2.5717725828096625,0.037459999999999986,10.723060879999998,0.0
-2.077842820316139,0.09552958579881653,37.114500840000005,0.0
-3.619353391465326,0.29644117647058826,17.37600244,0.0
-2.119430549896199,-0.49134238132663177,7.619348169999999,1.0
-3.0512449834842497,0.06083776595744681,19.28342009,0.0
-1.968974088653865,-0.1323528006802266,1.8531900000000001,1.0
-3.128121461599737,0.056369801980197975,9.610815,0.0
-2.8629511623201727,-1.4396513376090274,6.56197768,1.0
-1.2006450142332614,-0.3824137411264795,3.6709358,1.0
-2.8184232585835804,-0.442786910319813,6.02895375,1.0
-3.543913683863751,0.1954135483870967,15.512077889999999,0.0
-2.579656986333811,-0.6845218560020003,4.310806640000001,1.0
-0.7558740104682503,0.033896236559139765,187.04755,0.0
-2.526979426209908,-0.7592231877117284,6.4049837499999995,1.0
-1.1083596401229898,-0.066203556034787,0.55843017,1.0
-1.6215104936683695,0.02060450450450446,22.97676992,0.0
-3.451438598098902,0.12302554347826082,15.318891859999999,0.0
-1.9498177738863303,-2.141736009780337,11.181820160000001,1.0
-1.6383519225987426,0.012139655172413739,5.0760875,0.0
-2.54720767598538,-0.5150383951206966,4.47093,1.0
-3.7986943201211427,0.28706012658227853,20.02830816,0.0
-3.958066943929553,0.18065287356321846,23.79541985,0.0
-3.81217767045843,0.25501194968553453,27.53632375,0.0
-3.684887432844399,0.12764078212290506,21.10795042,0.0
-1.6029589463363911,-1.4593342826083626,14.03228079,1.0
-3.3639015969184585,-2.3761395443386344,11.78908846,1.0
-1.1542307124311217,-0.11116252539186419,0.7225730100000001,1.0
-3.767922661454389,0.1604776470588236,21.62814423,0.0
-0.08457797647529774,0.02749609317074855,0.32924187000000005,1.0
-3.6156289923743437,0.2764558441558441,15.52757577,0.0
-2.228405694819794,0.02440046511627913,7.280972340000001,0.0
-0.6422639702453755,-0.192239764573121,0.22580212000000002,1.0
-2.298593071724508,0.020126905829596455,5.58266168,0.0
-2.779009290042704,-3.274903842956428,5.64462918,1.0
-3.5370171048046903,0.15942857142857148,21.30132222,0.0
-2.2710864259346746,-0.7574184000585843,2.99881656,1.0
-0.5078301147861922,-0.052301570967963194,0.23572506,1.0
