log_entropy,IR_norm_range,entropy_x_contrast,class
-2.727233020518984,-2.006409208331971,7.25176782,1.0
-2.338212270637197,-0.6049226935695897,3.0803572,1.0
-2.99974029495153,0.11448795811518322,11.856344159999999,0.0
-0.9021413087697354,-0.19131114930186863,0.44627000000000006,1.0
-1.2378743560016174,0.02322696078431377,122.24465699999999,0.0
-3.4802405890026082,0.11002972972972977,16.595939360000003,0.0
-3.8167128256238216,0.22386580645161283,22.1331022,0.0
-1.290620611051608,-0.2922387209790513,0.7278595800000001,1.0
-2.9299445330159877,-26.539400028706766,7.013422500000001,1.0
-2.0024805005437076,-0.39715715203874735,2.0981295,1.0
-3.772261063052987,0.15963699421965316,21.942193200000002,0.0
-3.473768074496991,0.1459168604651163,15.6962052,0.0
-0.6211986812473613,-0.05529123880357877,0.32909625000000003,1.0
-3.519980917652122,0.15897023809523805,19.93066568,0.0
-3.7090821614314557,0.13849822485207108,23.1666904,0.0
-3.189317022626656,0.0938620689655172,30.596665,0.0
-2.877060743836492,-1.867894206838258,6.529628960000001,1.0
-2.7806208939370456,-0.9200297033677196,7.08815,1.0
-1.4550015591296814,-4.667471430870755,1.896375,1.0
-2.701571235004501,-0.8192565066347741,5.22485557,1.0
-2.966173471312447,0.11268051282051283,9.43201385,0.0
-2.610469872763346,-0.7619230344362468,5.1621549,1.0
-1.6702500518308578,0.23336253124532652,15.786837060000002,1.0
-3.8443643569543315,0.2667694267515924,26.95036392,0.0
-2.1602178517071238,-0.4669705384504751,2.7124325,1.0
-2.1768338876884856,-0.14564632541455444,2.33981622,1.0
-1.8394802054394666,0.14522423180014615,9.439978870000001,1.0
-3.4203802010789293,0.08595781249999994,15.39666093,0.0
-3.5370171048046903,0.1443623456790123,18.34112181,0.0
-3.1748589394514264,0.15670941176470593,11.27380694,0.0
-3.4265151896464454,0.0975847560975609,16.52286675,0.0
-3.7214026458194964,0.14877073170731714,24.83020672,0.0
-2.185691341522546,0.3409337145173805,10.252285,1.0
-0.21678878567620194,0.028789389894134473,2.20396125,1.0
-2.6838455124053926,-2.2648590326969087,4.92585064,1.0
-0.8018465974832861,0.0870136037319479,9.5287413,1.0
