Probability,Class
0.7,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9,1.0
0.0,0.0
1.0,1.0
0.2,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.9,1.0
1.0,1.0
0.9,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.6,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.6636363636363637,1.0
0.0125,0.0
0.0,0.0
0.9,1.0
1.0,1.0
0.1,0.0
1.0,1.0
0.7,1.0
1.0,1.0
0.9,1.0
1.0,1.0
0.1,0.0
0.0,0.0
0.1,0.0
1.0,1.0
0.0,0.0
0.5,0.0
1.0,1.0
0.2,0.0
0.0,0.0
0.0125,0.0
0.9,1.0
0.1,0.0
0.9,1.0
0.05348837209302325,0.0
0.1,0.0
0.0125,0.0
1.0,1.0
0.1,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9,1.0
0.1,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.2,0.0
0.0,0.0
1.0,1.0
0.9,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.1,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9,1.0
1.0,1.0
0.7,1.0
0.07848837209302326,0.0
0.3,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.1,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.15348837209302327,0.0
1.0,1.0
1.0,1.0
0.1,0.0
0.7,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.2,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.1,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.8,1.0
0.07848837209302326,0.0
0.9,1.0
0.1,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.2,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.9,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.6,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.0
0.9,1.0
0.1,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.1,0.0
0.0125,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.03333333333333333,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.6,1.0
0.0,0.0
0.0,0.0
0.0125,0.0
0.0,0.0
1.0,1.0
0.9333333333333332,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.5,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.7125,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.1,0.0
1.0,1.0
0.9,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0125,0.0
0.0,0.0
0.1,0.0
0.0,0.0
0.7,1.0
0.6,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.05348837209302325,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.1,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
0.9,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.1,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.6,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.3,0.0
0.0,0.0
0.1,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.8,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.03333333333333333,0.0
0.0,0.0
0.0,0.0
0.1,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.06363636363636363,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.6,1.0
0.1,0.0
0.8,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.1,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.7,1.0
1.0,1.0
1.0,1.0
0.7868217054263565,1.0
1.0,1.0
0.0,0.0
0.9,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.3,0.0
0.03333333333333333,0.0
0.1,0.0
1.0,1.0
1.0,1.0
0.03333333333333333,0.0
0.1,0.0
0.8,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.2,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.1,0.0
0.0,0.0
0.6,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.1,0.0
0.1,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0125,0.0
0.2,0.0
0.1,0.0
1.0,1.0
0.06363636363636363,0.0
0.0,0.0
1.0,1.0
0.2,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.1,0.0
0.1,0.0
0.9,1.0
0.9,1.0
0.0,0.0
0.0,0.0
0.1,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.8784883720930232,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.7,1.0
1.0,1.0
0.2,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.03333333333333333,0.0
0.9,1.0
0.0,0.0
0.3,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9,1.0
0.9,1.0
0.5,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.2868217054263566,0.0
0.0,0.0
1.0,1.0
0.1,0.0
0.6125,1.0
0.1,0.0
0.1,0.0
0.6,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8,1.0
0.9,1.0
0.1,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.2,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.6,1.0
1.0,1.0
0.0125,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0125,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.0
0.2,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.2,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9,1.0
0.9,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.7,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
