Probability,Class
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.016981132075471698,0.0
0.0,0.0
0.0875,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.5895301516833148,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.04,0.0
0.04,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.1,0.0
0.0,0.0
0.1,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1169811320754717,0.0
1.0,1.0
0.0,0.0
0.016981132075471698,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.08,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.08,0.0
0.9800000000000001,1.0
0.0,0.0
1.0,1.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9,1.0
1.0,1.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.844253859348199,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9272727272727274,1.0
0.08,0.0
1.0,1.0
1.0,1.0
0.1,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.7375,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.15178571428571427,0.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.4,0.0
0.7,1.0
0.7933823529411764,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.6142857142857142,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.5,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.8,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.04,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.8,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9,1.0
0.9,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8836477987421383,1.0
1.0,1.0
0.15178571428571427,0.0
1.0,1.0
1.0,1.0
0.04,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.022863485016648165,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.016666666666666666,0.0
0.9166666666666666,1.0
0.5,0.0
0.02727272727272727,0.0
0.0,0.0
0.0,0.0
0.9166666666666666,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.1,0.0
0.0,0.0
0.8166666666666667,1.0
0.0,0.0
0.8175000000000001,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.8,1.0
