Probability,Class
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.03214285714285715,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.1,0.0
0.1,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.016666666666666666,0.0
1.0,1.0
1.0,1.0
0.03214285714285715,0.0
0.11666666666666667,0.0
0.4,0.0
0.2,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.016666666666666666,0.0
0.1,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.10357142857142858,0.0
0.9,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.1,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.7041666666666667,1.0
0.0,0.0
0.6,1.0
0.9,1.0
0.0,0.0
1.0,1.0
0.004166666666666667,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9,1.0
1.0,1.0
0.11666666666666667,0.0
0.0,0.0
1.0,1.0
0.9,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.13333333333333333,0.0
0.9321428571428572,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.11666666666666667,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.1,0.0
1.0,1.0
1.0,1.0
0.004166666666666667,0.0
0.1,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.016666666666666666,0.0
0.7321428571428571,1.0
1.0,1.0
0.4,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.13333333333333333,0.0
0.13214285714285715,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.13214285714285715,0.0
0.004166666666666667,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
