Probability,Class
0.1398305084745763,0.0
0.0,0.0
0.6398305084745763,1.0
0.0,0.0
0.1,0.0
0.7,1.0
1.0,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.1398305084745763,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.03983050847457627,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
0.5,0.0
1.0,1.0
1.0,1.0
0.03983050847457627,0.0
0.9,1.0
0.0,0.0
0.9,1.0
0.0,0.0
0.0,0.0
0.9,1.0
1.0,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.2,0.0
1.0,1.0
0.7398305084745763,1.0
1.0,1.0
0.9,1.0
0.03983050847457627,0.0
0.1,0.0
0.7,1.0
0.0,0.0
0.7,1.0
0.1,0.0
1.0,1.0
0.0,0.0
0.5,0.0
1.0,1.0
0.03983050847457627,0.0
1.0,1.0
0.1398305084745763,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.2,0.0
0.9,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.4398305084745763,0.0
0.1,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9,1.0
0.8,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8,1.0
1.0,1.0
1.0,1.0
0.1,0.0
1.0,1.0
0.1,0.0
0.1,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.03983050847457627,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9,1.0
0.1,0.0
0.1,0.0
0.5,0.0
1.0,1.0
0.1398305084745763,0.0
0.1,0.0
1.0,1.0
0.5,0.0
0.3,0.0
0.2,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.1,0.0
0.03983050847457627,0.0
1.0,1.0
1.0,1.0
0.03983050847457627,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.8398305084745763,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.9398305084745763,1.0
1.0,1.0
0.1398305084745763,0.0
0.8731638418079097,1.0
0.0,0.0
1.0,1.0
